setup_id,count_financial_results,max_severity_financial_results,sentiment_score_financial_results,profit_warning,count_corporate_actions,max_severity_corporate_actions,sentiment_score_corporate_actions,capital_raise,count_governance,max_severity_governance,sentiment_score_governance,board_change,count_corporate_events,max_severity_corporate_events,sentiment_score_corporate_events,contract_award,merger_acquisition,count_other_signals,max_severity_other_signals,sentiment_score_other_signals,broker_recommendation,credit_rating_change,posts_avg_sentiment,post_count,community_sentiment_score,bull_bear_ratio,rumor_intensity,trusted_user_sentiment,posts_relevance,engagement_score,unique_users,contrarian_signal_numeric,recommendation_count,buy_recommendations,sell_recommendations,hold_recommendations,coverage_breadth,consensus_rating,recent_upgrades,recent_downgrades,analyst_conviction_score,label
III_2024-10-18,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.055555556,12,0.0,0.0,0.5,0.0,0.6,0.4,8,0,63,504,0,126,3,2.0,0,0,0.8,negative
COA_2024-10-18,1,0.0,0.8,0,1,0.0,0.0,0,2,0.0,0.0,1,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.33333334,3,0.0,3.0,0.0,0.0,0.8,0.5,2,0,36,312,0,0,3,1.5,0,0,0.9,negative
EDEN_2024-09-23,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.2,5,0.0,0.0,0.0,0.0,0.5,0.3,5,0,26,0,0,0,1,3.0,0,0,0.0,positive
GROW_2024-08-27,1,0.0,0.0,0,1,0.5,0.0,1,2,0.0,0.0,0,0,0.0,0.0,0,0,2,0.0,0.0,0,0,0.34343433,33,0.0,0.5,0.1,0.0,0.7,0.55,22,0,132,528,0,132,4,2.5,0,0,0.5,neutral
BIRG_2024-08-01,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,58,58,0,0,2,1.0,2,0,1.0,negative
ITM_2024-07-25,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.5,0,0,0,0.0,0.0,0,0,0.31589007,279,0.15178572,1.4767857,0.1375,0.119642854,0.75357145,0.62142855,264,1,99,627,264,561,3,3.0,0,0,0.5,negative
PRU_2024-07-24,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.36666667,25,0.0,1.0,0.2,0.0,0.6,0.5,20,0,95,1302,0,56,4,1.1,0,0,0.9,negative
PAY_2024-07-19,0,0.0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.8,0.5,2,0,87,203,87,0,3,3.0,7,3,0.5,positive
JMAT_2024-07-05,0,0.0,0.0,0,0,0.0,0.0,0,1,0.5,0.0,1,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.4,5,0.0,0.0,0.0,0.0,0.5,0.5,4,0,56,168,56,404,4,2.5,0,0,0.5,neutral
IGP_2024-06-28,0,0.0,0.0,0,1,0.0,0.0,1,0,0.0,0.0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0,0.33333334,6,0.0,0.0,0.0,0.0,0.5,0.3,5,0,100,0,0,0,2,3.0,0,0,0.0,positive
LUCE_2024-06-26,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5,2,0.0,1.0,0.0,0.0,0.7,0.5,2,0,73,219,0,0,3,2.0,0,0,0.75,neutral
PAY_2024-06-24,1,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5254902,17,0.0,1.0,0.2,0.0,0.7,0.5,12,0,87,203,87,0,3,3.0,7,3,0.5,negative
IGP_2024-05-23,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,1.0,1,0.0,1.0,0.2,0.0,0.8,0.5,1,0,100,0,0,0,2,3.0,0,0,0.0,positive
JDW_2025-06-20,,,,,,,,,,,,,,,,,,,,,,,0.6666667,6,0.0,0.0,0.0,0.0,0.5,0.5,2,0,87,377,87,348,3,2.5,0,0,0.5,positive
GYM_2025-07-02,1,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.0,3,0.0,1.0,0.0,0.0,0.5,0.5,1,0,59,472,0,118,3,2.5,0,0,0.5,neutral
SRE_2025-07-02,0,0.0,0.0,0,1,0.5,0.5,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,51,255,0,0,3,2.5,0,0,0.5,neutral
LIO_2025-06-30,,,,,,,,,,,,,,,,,,,,,,,0.4242857,70,0.075,1.25,0.275,0.075,0.85,0.65,44,1,87,377,87,290,3,3.0,1,3,0.4,negative
IPO_2025-06-20,0,0.0,0.0,0,1,0.7,0.6,1,2,0.0,0.0,0,0,0.0,0.0,0,0,1,0.2,0.5,0,0,0.41666666,36,0.0,0.0,0.0,0.0,0.5,0.25,10,0,6,12,0,0,2,2.5,0,0,0.5,positive
CCR_2025-06-20,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,6,0.0,0.0,0.0,0.0,0.8,0.5,1,0,99,396,0,198,3,2.0,0,0,0.8,negative
VTY_2025-06-03,1,0.0,0.0,0,1,0.0,0.0,0,3,0.0,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5,30,0.0,0.0,0.0,0.0,0.5,0.0,11,0,60,220,240,520,3,3.0,0,0,0.4,positive
SRE_2025-06-03,1,0.0,0.0,0,1,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,6,0.0,0.0,0.0,0.0,0.5,0.5,2,0,51,255,0,0,3,2.0,0,0,0.5,negative
VCT_2025-05-16,1,0.0,0.2,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,-0.11111111,12,0.0,0.0,0.0,0.0,0.5,0.0,5,0,108,756,216,360,3,2.5,0,0,0.5,negative
BIRG_2025-05-16,1,0.0,0.0,0,1,0.0,0.0,0,5,0.5,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.29090908,55,0.0,0.6666667,0.1,0.0,0.43333334,0.46666667,32,0,58,58,0,0,2,1.0,1,0,1.0,neutral
HAT_2025-05-16,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.627451,34,0.0,0.5,0.1,0.0,0.6,0.5,15,0,32,64,0,0,1,2.5,0,0,0.5,negative
PTEC_2025-05-02,0,0.0,0.0,0,1,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,16,0.0,0.0,0.0,0.0,0.5,0.5,5,0,87,348,0,145,3,2.5,0,0,0.5,negative
HAT_2025-04-30,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,4,0.0,0.0,0.0,0.0,0.5,0.0,1,0,32,64,0,0,1,2.5,0,0,0.5,positive
WJG_2025-04-29,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.25,16,0.0,1.0,0.2,0.0,0.8,0.6,5,0,84,168,0,84,3,2.5,0,0,0.5,positive
ITM_2025-04-22,1,0.0,0.8,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0,0,0,0.0,0.0,0,0,0.33210784,272,0.0,0.2857143,0.20714286,0.0,0.6642857,0.5,171,0,99,627,264,561,3,3.0,0,0,0.5,negative
SAFE_2025-04-10,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.5,0.3,1,0,39,156,39,273,3,2.5,0,0,0.5,positive
LIO_2025-04-07,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.8333333,3,0.0,1.0,0.0,0.0,0.7,0.5,3,0,87,377,87,290,3,2.5,1,3,0.5,neutral
IGP_2025-04-07,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.5,1,0,0,0.0,0.0,0,0,0.33333334,3,0.0,1.0,0.5,0.0,0.7,0.5,3,0,100,0,0,0,2,3.0,0,0,0.0,positive
SPI_2025-04-04,1,0.0,0.0,0,1,0.0,0.0,0,1,0.2,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,1,0.0,1.0,0.2,0.0,0.8,0.5,1,0,16,128,0,0,2,1.5,0,0,0.75,negative
ITH_2025-03-26,2,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.045454547,22,0.0,0.5,0.0,0.0,0.6,0.4,14,0,24,48,24,102,4,3.0,0,4,0.25,negative
JDW_2025-03-21,1,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.25,16,0.0,0.0,0.2,0.0,0.5,0.4,12,0,87,377,87,348,3,2.5,0,0,0.5,positive
PRU_2025-03-21,1,0.0,0.0,0,1,0.0,0.0,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.28425926,72,0.0,1.0,0.175,0.0,0.725,0.525,54,0,95,1302,0,56,4,1.2,0,0,0.9,neutral
SNR_2025-06-20,2,0.0,0.1,0,0,0.0,0.0,0,2,0.0,0.0,1,1,0.7,0.6,1,0,1,0.0,0.0,0,0,,,,,,,,,,,8,16,0,8,2,2.5,0,0,0.5,positive
CNSL_2025-03-20,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.109993294,71,0.0,0.25,0.3,0.0,0.55,0.675,36,0,16,0,0,0,1,3.0,0,0,0.0,neutral
STVG_2025-03-18,1,0.0,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.7,0.5,2,0,62,93,0,0,2,2.0,3,0,0.75,neutral
HAT_2025-03-17,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.7,0.5,2,0,32,64,0,0,1,2.5,0,0,0.5,neutral
OCDO_2025-03-11,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.27613333,250,0.0,0.5769231,0.2,-0.015384615,0.61538464,0.5307692,194,1,100,431,493,376,4,3.0,0,0,0.5,neutral
IHG_2025-02-20,1,0.0,0.0,0,1,0.2,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,1,0.0,1.0,0.5,0.0,0.8,0.9,1,0,16,80,80,96,4,3.0,0,0,0.5,negative
CREO_2025-02-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3,0.7,0.1,0,1,0,0.0,0.0,0,0,0.6666667,3,0.0,0.0,0.2,0.0,0.5,0.3,2,0,73,73,0,0,3,2.5,3,0,0.5,negative
REC_2025-01-24,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.7916667,8,0.0,0.5,0.2,0.0,0.6,0.5,7,0,54,54,0,0,2,2.5,1,0,0.5,positive
GROW_2025-01-20,0,0.0,0.0,0,2,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.27380952,14,0.0,1.0,0.2,0.0,0.6,0.5,10,0,132,528,0,132,4,2.5,0,0,0.5,positive
JDW_2024-12-17,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.1764706,17,0.0,0.5,0.2,0.0,0.6,0.5,12,0,87,377,87,348,3,2.5,0,0,0.5,neutral
CNA_2024-12-17,1,0.0,0.0,0,0,0.0,0.0,0,1,0.2,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.53333336,10,0.0,1.0,0.2,0.0,0.5,0.3,8,0,112,954,0,594,4,2.0,0,0,0.75,positive
TRI_2024-12-05,0,0.0,0.0,0,0,0.0,0.0,0,1,0.2,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.5,0.5,2,0,106,106,0,0,2,2.5,1,0,0.5,positive
BOOM_2024-11-15,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.28180495,229,0.0,0.5,0.36666667,0.0,0.64166665,0.575,146,0,45,0,0,0,1,3.0,0,0,0.0,positive
GRID_2024-10-30,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.5,2,0.0,1.0,0.5,0.0,0.7,0.5,1,0,120,520,0,360,3,2.5,0,0,0.5,neutral
BIRG_2024-09-12,0,0.0,0.0,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.3015873,48,0.0,0.33333334,0.06666667,0.0,0.53333336,0.4,29,0,58,58,0,0,2,1.0,1,0,1.0,positive
GRID_2024-09-09,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.7,0.5,1,0,120,520,0,360,3,2.5,0,0,0.5,negative
CCR_2024-08-27,1,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.56666666,5,0.0,0.0,0.0,0.0,0.5,0.4,1,0,99,396,0,198,3,2.0,0,0,0.8,positive
TRT_2024-08-23,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.5,0.2,1,0,20,0,0,0,1,3.0,0,0,0.0,positive
NCC_2024-08-08,1,0.0,0.1,0,1,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0,0.33333334,3,0.0,0.0,0.0,0.0,0.5,0.5,2,0,87,435,0,174,3,2.5,0,0,0.5,neutral
PZC_2024-06-12,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,-1.0,1,0.0,0.0,0.8,0.0,0.7,0.5,1,0,57,114,0,57,3,2.5,0,0,0.5,neutral
BPCR_2024-06-12,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,2,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.5,0.5,1,0,108,216,0,108,3,2.5,0,0,0.5,neutral
PHNX_2024-05-31,1,0.0,0.0,0,1,0.2,0.0,0,6,0.7,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.18779343,71,0.0,0.25,0.325,0.0,0.55,0.425,68,0,33,264,99,84,4,3.0,0,1,0.5,neutral
IPX_2024-05-29,2,0.0,0.0,0,0,0.0,0.0,0,1,0.5,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.8,0.5,1,0,42,168,0,0,3,2.0,0,0,0.8,neutral
PTEC_2025-06-17,,,,,,,,,,,,,,,,,,,,,,,0.2421875,64,0.0,1.0,0.15,0.0,0.65,0.5,51,0,87,348,0,145,3,2.5,0,0,0.5,positive
NWG_2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,726,0,374,3,2.0,0,0,0.8,negative
CVSG_2025-06-30,,,,,,,,,,,,,,,,,,,,,,,0.8333333,6,0.2,1.0,0.0,0.0,0.8,0.6,2,0,48,368,0,64,3,2.0,0,0,0.75,negative
PTEC_2025-06-26,,,,,,,,,,,,,,,,,,,,,,,0.37606838,117,0.31666666,2.0,0.18333334,0.26666668,0.8333333,0.73333335,36,0,87,348,0,145,3,2.5,0,0,0.5,neutral
RAT_2025-06-20,1,0.0,0.0,0,3,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.8,15,0.0,0.0,0.0,0.0,0.8,0.5,3,0,52,286,0,208,4,2.0,0,0,0.8,neutral
WRKS_2025-05-22,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,-0.5,4,0.0,0.0,0.5,0.0,0.6,0.4,2,0,36,36,0,0,1,2.5,0,0,0.5,positive
CREO_2025-05-22,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.41626015,41,0.0,0.6666667,0.36666667,0.0,0.73333335,0.53333336,26,0,73,73,0,0,3,2.5,3,0,0.5,positive
JDW_2025-05-19,1,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.34126985,42,0.0,0.6666667,0.0,0.0,0.6666667,0.33333334,19,0,87,377,87,348,3,2.5,0,0,0.5,neutral
CNA_2025-04-09,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.8,0.5,2,0,112,954,0,594,4,2.0,0,0,0.75,positive
SBRE_2025-04-08,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.1,10,0.0,1.0,0.0,0.0,0.8,0.7,8,0,75,525,0,75,3,2.0,0,0,0.9,neutral
LSL_2025-04-08,2,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.5,1,0,58,116,0,0,2,2.5,0,0,0.5,neutral
MTRO_2025-04-24,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.2,10,0.0,0.0,0.0,0.0,0.5,0.4,8,0,30,30,50,40,3,3.0,1,3,0.4,positive
PTEC_2025-04-01,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,87,348,0,145,3,2.5,12,0,0.5,positive
WJG_2025-03-21,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0,1,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5555556,9,0.0,0.0,0.5,0.0,0.7,0.6,8,0,84,168,0,84,3,2.5,0,0,0.5,negative
SXS_2025-03-04,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5,2,0.0,0.0,0.0,0.0,0.7,0.5,1,0,42,364,0,126,3,2.5,0,0,0.5,negative
GROW_2025-02-28,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.48,20,0.0,0.0,0.1,0.0,0.6,0.5,12,0,132,528,0,132,4,2.5,0,0,0.5,negative
OTB_2025-02-25,1,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.6666667,3,0.0,0.0,0.0,0.0,0.5,0.5,2,0,90,660,0,0,3,2.0,1,0,0.78,neutral
CNA_2025-02-20,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,1,0,2,0.0,0.0,0,0,0.11111111,9,0.0,1.0,0.2,0.0,0.6,0.5,8,0,112,954,0,594,4,2.0,0,0,0.8,positive
BOOM_2025-02-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.37838385,165,0.0,0.5,0.31111112,0.0,0.5888889,0.5222222,112,0,45,0,0,0,1,3.0,0,0,0.0,positive
PZC_2025-02-11,1,0.0,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.25,4,0.0,0.0,0.0,0.0,0.5,0.5,4,0,57,114,0,57,3,2.5,0,0,0.5,neutral
PEG_2025-02-07,1,0.0,0.0,0,0,0.0,0.0,0,1,0.5,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.2777778,9,0.0,0.0,0.0,0.0,0.5,0.5,6,0,7,0,0,0,1,3.0,0,0,0.0,positive
CNSL_2025-02-06,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,1,0.7,-0.5,0,0,0.11077844,167,0.0,0.22222222,0.4,0.0,0.6111111,0.62222224,87,0,16,0,0,0,1,3.0,0,0,0.0,negative
NWG_2025-01-23,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.5277778,24,0.0,0.5,0.35,0.0,0.7,0.5,14,0,66,726,0,374,3,2.0,0,0,0.9,positive
EDEN_2024-12-19,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.33333334,3,0.0,1.0,0.0,0.0,0.5,0.3,2,0,26,0,0,0,1,3.0,0,0,0.0,positive
REC_2024-11-01,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,0.0,1.0,0.0,0.0,0.8,0.5,1,0,54,54,0,0,2,2.5,1,0,0.5,neutral
SGRO_2024-10-31,,,,,,,,,,,,,,,,,,,,,,,0.0,1,-0.5,0.0,0.7,-0.5,0.8,0.6,1,1,59,531,0,413,4,2.0,0,0,0.8,neutral
SPT_2024-10-30,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,1,0.0,0.0,0.8,0.0,0.7,0.5,1,0,12,24,0,0,1,2.5,0,0,0.5,neutral
MARS_2024-09-26,1,0.0,0.5,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.36697388,31,0.0,0.5,0.1,0.0,0.65,0.55,20,0,140,630,0,280,4,2.0,0,0,0.8,positive
ECEL_2024-09-05,1,0.0,0.2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,-0.5,2,0.0,0.0,0.0,0.0,0.5,0.5,2,0,37,74,0,0,1,2.5,0,0,0.5,positive
OTB_2024-08-05,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.14285715,7,0.0,0.0,0.1,0.0,0.7,0.5,6,0,90,660,0,0,3,2.0,1,0,0.8,positive
CVSG_2024-07-17,0,0.0,0.0,0,1,0.0,0.0,0,2,0.5,0.0,1,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.2,13,0.0,1.0,0.2,0.0,0.7,0.5,8,0,48,368,0,64,3,2.0,0,0,0.75,positive
FTC_2024-06-20,1,0.0,0.8,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.1904762,14,0.0,1.0,0.0,0.0,0.5,0.3,10,0,75,0,0,0,3,3.0,0,0,0.0,neutral
TSCO_2024-05-22,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.5,0.2,5,0,0,0,0,0,0,3.0,0,0,0.5,neutral
